timestamp,family,target_Fr_GHz,target_BW_MHz,param_0,param_1,param_2,param_3,param_4,substrate_h,eps_r,actual_Fr_GHz,actual_BW_MHz,S11_dB
1766304955.715001,patch_rect,9.6161,214.778,0.06,0.008,0.0022730757297911176,0.0005,4.0,0.0005,4.0,8.850099563598633,0.4200000762939453,-21.45349011149159
1766305003.7181027,patch_rect,5.8236,497.479,0.05429040274850375,0.011389120729028337,0.0023481770878191702,0.0005,4.0,0.0005,4.0,5.429599761962891,1.4479999542236328,-21.351606512382403
1766305053.379158,patch_rect,8.5128,409.862,0.06,0.008,0.0022451724764360565,0.0005,4.0,0.0005,4.0,8.874799728393555,0.4180002212524414,-21.150226081987036
1766305099.6521127,patch_rect,4.1291,540.155,0.04086301766995075,0.016275174404677455,0.0022391914555526652,0.0031178372320728866,4.0,0.0031178372320728866,4.0,5.081099987030029,0.42799997329711914,-23.04008935037336
1766305146.5902956,patch_rect,3.4982,290.121,0.055695118340449976,0.0196870482697533,0.002351156443419479,0.005,4.0,0.005,4.0,3.396199941635132,0.7960000038146973,-26.007634960148746
1766305199.316838,patch_rect,6.7317,150.046,0.06,0.01617094696716029,0.0023486671438673456,0.005,4.0,0.005,4.0,6.265699863433838,0.6419997215270996,-29.453087096744337
1766305247.396942,patch_rect,5.3091,574.644,0.046711463038126046,0.01212084706145823,0.002118157727944754,0.0005,4.0,0.0005,4.0,6.275100231170654,0.09000015258789062,-12.632025568514484
1766305296.0195334,patch_rect,2.377,303.694,0.037499881060867477,0.029462226936547323,0.0023018491675402424,0.0009732007792015178,4.0,0.0009732007792015178,4.0,3.2209999561309814,0.10800004005432129,-19.66490105593296
1766305345.8511245,patch_rect,7.8182,500.345,0.06,0.008,0.002229747059571292,0.0005,4.0,0.0005,4.0,8.81820011138916,1.49399995803833,-18.402220029639558
1766305404.0700111,patch_rect,6.8246,131.982,0.06,0.01660357747593799,0.002538280709873556,0.005,4.0,0.005,4.0,7.156599998474121,1.8320002555847168,-15.539727629965379
1766305447.8730102,patch_rect,8.1677,430.295,0.06,0.008,0.002183879272300152,0.0005,4.0,0.0005,4.0,9.167699813842773,0.0,-0.6848485022112462
1766305492.1778789,patch_rect,1.1601,369.884,0.0154279203625463,0.06,0.002154406248899951,0.0005,4.0,0.0005,4.0,0.25209999084472656,0.06199999153614044,-24.128382875728406
1766305541.1632814,patch_rect,3.5592,129.307,0.06,0.024618366693147018,0.002375945862690822,0.005,4.0,0.005,4.0,3.3431999683380127,0.29199981689453125,-18.151708586006624
1766305589.7203298,patch_rect,8.5803,661.702,0.06,0.008,0.0022150855237796814,0.0005,4.0,0.0005,4.0,8.874300003051758,0.4160003662109375,-20.8860062189203
1766305635.4553246,patch_rect,9.2283,365.57,0.06,0.008,0.0022749133322774004,0.0005,4.0,0.0005,4.0,10.228300094604492,0.0,-4.023548793891765
1766305680.2391832,patch_rect,6.5794,482.05,0.06,0.008876533933128889,0.002267252306971517,0.0005,4.0,0.0005,4.0,6.829400062561035,0.0,-2.2794366541148907
1766305724.3407302,patch_rect,5.2093,470.608,0.05803200727282741,0.013638828849222765,0.0022519548295934365,0.0005,4.0,0.0005,4.0,6.2093000411987305,0.0,-0.5511591527371136
1766305768.9205327,patch_rect,6.4821,387.658,0.06,0.009949685006781457,0.002277699490332103,0.0005,4.0,0.0005,4.0,6.8140997886657715,0.0,-2.6629837316429845
1766305816.6841598,patch_rect,3.4041,283.204,0.05637404387112853,0.021355130872493907,0.002298463258253685,0.005,4.0,0.005,4.0,2.728100061416626,1.5259997844696045,-26.20229993062335
1766305868.9569104,patch_rect,6.0072,112.245,0.06,0.019746389740739115,0.002690632815277638,0.005,4.0,0.005,4.0,5.467199802398682,0.36999988555908203,-22.71615086504788
1766305924.8155358,patch_rect,8.564,269.082,0.06,0.008,0.0024746605192201856,0.0005,4.0,0.0005,4.0,8.895999908447266,0.43599987030029297,-22.985643313969998
1766305972.3536205,patch_rect,3.7287,705.869,0.02670386040573085,0.01811832298024385,0.002156523418212971,0.0035349563314503256,4.0,0.0035349563314503256,4.0,3.4827001094818115,0.17199993133544922,-12.392229252754115
1766306021.3901289,patch_rect,9.7464,570.169,0.06,0.008,0.0020941960700938166,0.0005,4.0,0.0005,4.0,10.262399673461914,0.0,-4.178150087747281
1766306065.2125285,patch_rect,1.1459,549.986,0.010312436984397837,0.06,0.0021883065330336846,0.0005,4.0,0.0005,4.0,0.21789999306201935,0.06399999558925629,-24.126289707701538
1766306112.6271243,patch_rect,1.5976,492.851,0.017340503244268862,0.04390147440446599,0.0020953081817841695,0.005,4.0,0.005,4.0,1.6136000156402588,0.0,-4.235979677174081
1766306163.184321,patch_rect,7.8778,604.505,0.06,0.008,0.0020790891093552264,0.0005,4.0,0.0005,4.0,8.851799964904785,1.5520000457763672,-19.55082929396429
1766306196.3109236,patch_rect,2.009,66.403,0.06,0.03859504707376372,0.002465909303826696,0.0005,4.0,0.0005,4.0,3.009000062942505,0.0,-0.24185609358376065
